,manufacturer,version,power(kW),fuel_date,trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
197,Tesla Motors,Model S 60,235,10.05.2019,6.0,10.0,Summer tires,0,1,0,Normal,16.56,1,1,,3.86,mg
198,Tesla Motors,Model S 60,235,10.05.2019,216.0,6.36,Summer tires,0,1,0,Normal,16.56,1,1,,3.86,pv
199,Tesla Motors,Model S 60,235,08.05.2019,92.0,33.73,Summer tires,0,1,0,Normal,16.56,1,1,,3.86,swn
200,Tesla Motors,Model S 60,235,08.05.2019,79.0,8.44,Summer tires,0,1,0,Normal,16.56,1,1,,3.86,pv
201,Tesla Motors,Model S 60,235,07.05.2019,22.0,18.29,Summer tires,0,1,0,Normal,16.56,1,1,,3.86,pv
202,Tesla Motors,Model S 60,235,05.05.2019,11.0,3.81,Summer tires,0,1,0,Normal,16.56,1,1,,3.86,pv
203,Tesla Motors,Model S 60,235,04.05.2019,109.0,19.7,Summer tires,0,1,0,Normal,16.56,1,1,,3.86,pv
204,Tesla Motors,Model S 60,235,30.04.2019,224.0,19.0,Summer tires,0,1,0,Normal,16.56,1,1,,3.86,pv
205,Tesla Motors,Model S 60,235,25.04.2019,158.0,20.56,Summer tires,0,1,0,Normal,16.56,1,1,,3.86,pv
206,Tesla Motors,Model S 60,235,23.04.2019,83.0,55.19,Summer tires,0,1,0,Normal,16.56,1,1,,3.86,pv
207,Tesla Motors,Model S 60,235,18.04.2019,49.0,11.0,Summer tires,0,1,0,Normal,16.56,1,1,,3.86,mg
208,Tesla Motors,Model S 60,235,18.04.2019,77.0,5.74,Summer tires,0,1,0,Normal,16.56,1,1,,3.86,pv
209,Tesla Motors,Model S 60,235,17.04.2019,145.0,9.41,Summer tires,0,1,0,Normal,16.56,1,1,,3.86,pv
210,Tesla Motors,Model S 60,235,16.04.2019,156.0,25.0,Summer tires,0,1,0,Normal,16.56,1,1,,3.86,suc
211,Tesla Motors,Model S 60,235,16.04.2019,124.0,21.0,Summer tires,0,1,0,Normal,16.56,1,1,,3.86,suc
212,Tesla Motors,Model S 60,235,16.04.2019,88.0,37.0,Summer tires,0,1,0,Normal,19.82,1,1,,7.12,suc
213,Tesla Motors,Model S 60,235,16.04.2019,240.0,28.0,Summer tires,0,1,0,Normal,19.82,1,1,,7.12,suc
214,Tesla Motors,Model S 60,235,15.04.2019,95.0,31.61,Summer tires,0,1,0,Normal,22.61,1,1,,9.91,Niefern Hotel Goll
215,Tesla Motors,Model S 60,235,13.04.2019,146.0,30.0,Summer tires,0,1,0,Normal,22.61,1,1,,9.91,suc
216,Tesla Motors,Model S 60,235,13.04.2019,211.0,44.0,Summer tires,0,1,0,Normal,22.61,1,1,,9.91,suc
217,Tesla Motors,Model S 60,235,13.04.2019,157.0,36.0,Summer tires,0,1,0,Normal,22.61,1,1,,9.91,suc
218,Tesla Motors,Model S 60,235,13.04.2019,119.0,23.0,Summer tires,0,1,0,Normal,22.61,1,1,,9.91,suc
219,Tesla Motors,Model S 60,235,13.04.2019,28.0,20.67,Winter tires,1,0,1,Normal,20.96,1,1,,8.26,
220,Tesla Motors,Model S 60,235,12.04.2019,32.0,42.5,Winter tires,1,0,1,Normal,20.96,1,1,,8.26,mg
221,Tesla Motors,Model S 60,235,12.04.2019,91.0,8.35,Winter tires,1,0,1,Normal,20.96,1,1,,8.26,pv
222,Tesla Motors,Model S 60,235,10.04.2019,73.0,20.5,Winter tires,1,0,1,Normal,20.96,1,1,,8.26,pv
223,Tesla Motors,Model S 60,235,09.04.2019,58.0,18.9,Winter tires,1,0,1,Normal,20.96,1,1,,8.26,pv
224,Tesla Motors,Model S 60,235,08.04.2019,47.0,11.6,Winter tires,1,0,1,Normal,20.96,1,1,,8.26,pv
225,Tesla Motors,Model S 60,235,07.04.2019,110.0,8.75,Winter tires,1,0,1,Normal,20.96,1,1,,8.26,mg
226,Tesla Motors,Model S 60,235,06.04.2019,33.0,12.83,Winter tires,1,0,1,Normal,20.96,1,1,,8.26,pv
227,Tesla Motors,Model S 60,235,03.04.2019,74.0,7.43,Winter tires,1,0,1,Normal,20.96,1,1,,8.26,pv
228,Tesla Motors,Model S 60,235,02.04.2019,104.0,20.0,Winter tires,1,0,1,Normal,20.96,1,1,,8.26,suc 
229,Tesla Motors,Model S 60,235,02.04.2019,20.0,22.13,Winter tires,1,0,1,Normal,20.96,1,1,,8.26,pv
230,Tesla Motors,Model S 60,235,01.04.2019,129.0,12.54,Winter tires,1,0,1,Normal,20.96,1,1,,8.26,pv
231,Tesla Motors,Model S 60,235,31.03.2019,230.0,32.66,Winter tires,1,0,1,Normal,20.96,1,1,,8.26,
232,Tesla Motors,Model S 60,235,26.03.2019,16.0,17.0,Winter tires,1,0,1,Normal,20.96,1,1,,8.26,mg
233,Tesla Motors,Model S 60,235,26.03.2019,162.0,10.95,Winter tires,1,0,1,Normal,20.96,1,1,,8.26,
234,Tesla Motors,Model S 60,235,25.03.2019,79.0,2.71,Winter tires,1,0,1,Normal,20.96,1,1,,8.26,pv
235,Tesla Motors,Model S 60,235,23.03.2019,109.0,44.0,Winter tires,1,0,1,Normal,22.34,1,1,,9.64,
236,Tesla Motors,Model S 60,235,23.03.2019,91.0,16.18,Winter tires,1,0,1,Normal,22.34,1,1,,9.64,
237,Tesla Motors,Model S 60,235,21.03.2019,94.0,20.15,Winter tires,1,0,1,Normal,22.34,1,1,,9.64,
238,Tesla Motors,Model S 60,235,20.03.2019,122.0,23.9,Winter tires,1,0,1,Normal,22.34,1,1,,9.64,
239,Tesla Motors,Model S 60,235,19.03.2019,121.0,48.02,Winter tires,1,0,1,Normal,22.34,1,1,,9.64,
240,Tesla Motors,Model S 60,235,15.03.2019,129.0,32.96,Winter tires,1,0,1,Normal,22.34,1,1,,9.64,
241,Tesla Motors,Model S 60,235,15.03.2019,124.0,18.84,Winter tires,1,0,1,Normal,22.34,1,1,,9.64,
242,Tesla Motors,Model S 60,235,14.03.2019,215.0,54.89,Winter tires,1,0,1,Normal,22.34,1,1,,9.64,
243,Tesla Motors,Model S 60,235,07.03.2019,146.0,22.4,Winter tires,1,0,1,Normal,22.34,1,1,,9.64,
244,Tesla Motors,Model S 60,235,06.03.2019,103.0,10.51,Winter tires,1,0,1,Normal,22.34,1,1,,9.64,
245,Tesla Motors,Model S 60,235,05.03.2019,202.0,39.0,Winter tires,1,0,1,Normal,22.34,1,1,,9.64,suc
246,Tesla Motors,Model S 60,235,05.03.2019,182.0,35.0,Winter tires,1,0,1,Normal,22.34,1,1,,9.64,suc
247,Tesla Motors,Model S 60,235,05.03.2019,169.0,65.97,Winter tires,1,0,1,Normal,23.97,1,1,,11.27,
248,Tesla Motors,Model S 60,235,03.03.2019,82.0,22.17,Winter tires,1,0,1,Normal,23.97,1,1,,11.27,
249,Tesla Motors,Model S 60,235,01.03.2019,99.0,43.97,Winter tires,1,0,1,Normal,23.97,1,1,,11.27,
250,Tesla Motors,Model S 60,235,28.02.2019,210.0,7.35,Winter tires,1,0,1,Normal,23.97,1,1,,11.27,
251,Tesla Motors,Model S 60,235,26.02.2019,8.0,31.87,Winter tires,1,0,1,Normal,23.97,1,1,,11.27,
252,Tesla Motors,Model S 60,235,24.02.2019,137.0,22.15,Winter tires,0,1,1,Normal,23.97,1,1,,11.27,
253,Tesla Motors,Model S 60,235,23.02.2019,157.0,32.0,Winter tires,0,1,1,Normal,23.97,1,1,,11.27,suc
254,Tesla Motors,Model S 60,235,23.02.2019,237.0,38.0,Winter tires,0,1,1,Normal,23.97,1,1,,11.27,suc
255,Tesla Motors,Model S 60,235,22.02.2019,110.0,56.0,Winter tires,0,1,1,Normal,23.94,1,1,,11.24,suc
256,Tesla Motors,Model S 60,235,22.02.2019,128.0,25.0,Winter tires,0,1,1,Normal,23.94,1,1,,11.24,mg und suc
257,Tesla Motors,Model S 60,235,22.02.2019,158.0,31.0,Winter tires,0,1,1,Normal,23.94,1,1,,11.24,suc
258,Tesla Motors,Model S 60,235,22.02.2019,147.0,18.0,Winter tires,0,1,1,Normal,23.94,1,1,,11.24,suc
259,Tesla Motors,Model S 60,235,22.02.2019,67.0,30.81,Winter tires,0,1,1,Normal,22.34,1,1,,9.64,
260,Tesla Motors,Model S 60,235,21.02.2019,156.0,29.86,Winter tires,0,1,1,Normal,22.34,1,1,,9.64,
261,Tesla Motors,Model S 60,235,17.02.2019,273.0,50.15,Winter tires,0,1,1,Normal,22.34,1,1,,9.64,suc
262,Tesla Motors,Model S 60,235,16.02.2019,4.0,4.39,Winter tires,0,0,1,Normal,30.08,1,1,,17.38,
263,Tesla Motors,Model S 60,235,16.02.2019,22.0,3.43,Winter tires,1,0,0,Normal,30.08,1,1,,17.38,suc
264,Tesla Motors,Model S 60,235,16.02.2019,178.0,36.2,Winter tires,0,1,0,Normal,20.34,1,1,,7.64,inkl Parken
265,Tesla Motors,Model S 60,235,15.02.2019,182.0,45.52,Winter tires,0,1,0,Normal,25.01,1,1,,12.31,
266,Tesla Motors,Model S 60,235,15.02.2019,129.0,30.62,Winter tires,1,1,1,Normal,23.58,1,1,,10.88,
267,Tesla Motors,Model S 60,235,14.02.2019,210.0,49.3,Winter tires,0,1,1,Normal,23.58,1,1,,10.88,
268,Tesla Motors,Model S 60,235,12.02.2019,72.0,36.14,Winter tires,0,1,1,Normal,26.58,1,1,,13.88,
269,Tesla Motors,Model S 60,235,09.02.2019,54.0,21.75,Winter tires,0,1,1,Normal,26.58,1,1,,13.88,ikea
270,Tesla Motors,Model S 60,235,09.02.2019,88.0,21.5,Winter tires,0,1,1,Normal,26.58,1,1,,13.88,
271,Tesla Motors,Model S 60,235,07.02.2019,205.0,32.0,Winter tires,0,1,1,Normal,26.58,1,1,,13.88,suc
272,Tesla Motors,Model S 60,235,07.02.2019,75.0,29.04,Winter tires,1,1,1,Normal,38.72,1,1,,26.02,
273,Tesla Motors,Model S 60,235,03.02.2019,66.0,38.3,Winter tires,1,1,1,Normal,35.16,1,1,,22.46,
274,Tesla Motors,Model S 60,235,01.02.2019,38.0,21.72,Winter tires,1,1,1,Normal,35.16,1,1,,22.46,
275,Tesla Motors,Model S 60,235,29.01.2019,19.0,31.57,Winter tires,1,1,1,Normal,35.16,1,1,,22.46,
276,Tesla Motors,Model S 60,235,28.01.2019,85.0,15.54,Winter tires,1,1,1,Normal,35.16,1,1,,22.46,
277,Tesla Motors,Model S 60,235,24.01.2019,34.0,31.27,Winter tires,1,1,1,Normal,35.16,1,1,,22.46,
278,Tesla Motors,Model S 60,235,21.01.2019,35.0,30.0,Winter tires,1,1,1,Normal,35.16,1,1,,22.46,tk
279,Tesla Motors,Model S 60,235,15.01.2019,153.0,23.7,Winter tires,1,1,1,Normal,35.16,1,1,,22.46,tk
280,Tesla Motors,Model S 60,235,13.01.2019,110.0,35.03,Winter tires,1,1,1,Normal,35.16,1,1,,22.46,
281,Tesla Motors,Model S 60,235,11.01.2019,81.0,48.0,Winter tires,1,1,1,Normal,35.16,1,1,,22.46,suc
282,Tesla Motors,Model S 60,235,11.01.2019,200.0,13.52,Winter tires,1,1,1,Normal,35.16,1,1,,22.46,
283,Tesla Motors,Model S 60,235,10.01.2019,38.0,33.14,Winter tires,1,1,1,Normal,27.11,1,1,,14.41,
284,Tesla Motors,Model S 60,235,08.01.2019,98.0,30.73,Winter tires,1,1,1,Normal,27.11,1,1,,14.41,
285,Tesla Motors,Model S 60,235,03.01.2019,150.0,30.28,Winter tires,1,1,1,Normal,27.11,1,1,,14.41,
286,Tesla Motors,Model S 60,235,27.12.2018,129.0,22.0,Winter tires,1,1,1,Normal,27.11,1,1,,14.41,
287,Tesla Motors,Model S 60,235,24.12.2018,10.0,25.33,Winter tires,1,1,1,Normal,27.11,1,1,,14.41,
288,Tesla Motors,Model S 60,235,22.12.2018,217.0,44.88,Winter tires,1,1,1,Normal,27.11,1,1,,14.41,
289,Tesla Motors,Model S 60,235,20.12.2018,104.0,36.3,Winter tires,1,1,1,Normal,27.11,1,1,,14.41,
290,Tesla Motors,Model S 60,235,18.12.2018,61.0,40.0,Winter tires,1,1,1,Normal,27.11,1,1,,14.41,suc
291,Tesla Motors,Model S 60,235,18.12.2018,216.0,14.7,Winter tires,1,1,1,Normal,27.11,1,1,,14.41,mg und swn
292,Tesla Motors,Model S 60,235,18.12.2018,56.0,41.02,Winter tires,1,1,1,Normal,24.69,1,1,,11.99,
293,Tesla Motors,Model S 60,235,17.12.2018,230.0,29.6,Winter tires,1,1,1,Normal,24.69,1,1,,11.99,mg
294,Tesla Motors,Model S 60,235,17.12.2018,93.0,36.09,Winter tires,1,1,1,Normal,25.57,1,1,,12.87,
295,Tesla Motors,Model S 60,235,16.12.2018,128.0,49.36,Winter tires,1,1,1,Normal,25.57,1,1,,12.87,rw an
296,Tesla Motors,Model S 60,235,15.12.2018,76.0,9.11,Winter tires,1,1,1,Normal,25.57,1,1,,12.87,
297,Tesla Motors,Model S 60,235,13.12.2018,76.0,19.0,Winter tires,1,1,1,Normal,25.57,1,1,,12.87,mg
298,Tesla Motors,Model S 60,235,13.12.2018,81.0,22.65,Winter tires,1,1,1,Normal,25.57,1,1,,12.87,
299,Tesla Motors,Model S 60,235,13.12.2018,64.0,33.23,Winter tires,1,1,1,Normal,25.57,1,1,,12.87,
300,Tesla Motors,Model S 60,235,10.12.2018,127.0,20.37,Winter tires,1,1,1,Normal,25.57,1,1,,12.87,mg
301,Tesla Motors,Model S 60,235,10.12.2018,105.0,21.64,Winter tires,1,1,1,Normal,25.57,1,1,,12.87,
302,Tesla Motors,Model S 60,235,07.12.2018,193.0,29.69,Winter tires,1,1,1,Normal,25.57,1,1,,12.87,mg
303,Tesla Motors,Model S 60,235,07.12.2018,146.0,39.27,Winter tires,1,1,1,Normal,23.79,1,1,,11.09,
304,Tesla Motors,Model S 60,235,04.12.2018,138.0,28.28,Winter tires,1,1,1,Normal,23.79,1,1,,11.09,mg
305,Tesla Motors,Model S 60,235,04.12.2018,90.0,28.0,Winter tires,1,1,1,Normal,26.41,1,1,,13.71,suc
306,Tesla Motors,Model S 60,235,04.12.2018,78.0,44.52,Winter tires,1,1,1,Normal,26.41,1,1,,13.71,
307,Tesla Motors,Model S 60,235,02.12.2018,213.0,19.0,Winter tires,1,1,1,Normal,26.41,1,1,,13.71,mg
308,Tesla Motors,Model S 60,235,30.11.2018,136.0,46.77,Winter tires,1,1,1,Normal,26.41,1,1,,13.71,
309,Tesla Motors,Model S 60,235,29.11.2018,71.0,6.05,Winter tires,1,1,1,Normal,26.41,1,1,,13.71,
310,Tesla Motors,Model S 60,235,29.11.2018,23.0,35.69,Winter tires,1,1,1,Normal,26.41,1,1,,13.71,
311,Tesla Motors,Model S 60,235,28.11.2018,66.0,21.06,Winter tires,1,1,1,Normal,26.41,1,1,,13.71,
312,Tesla Motors,Model S 60,235,27.11.2018,161.0,17.96,Winter tires,1,1,1,Normal,26.41,1,1,,13.71,mg
313,Tesla Motors,Model S 60,235,22.11.2018,79.0,41.47,Winter tires,1,1,1,Normal,26.41,1,1,,13.71,
314,Tesla Motors,Model S 60,235,20.11.2018,146.0,30.32,Winter tires,1,1,1,Normal,26.41,1,1,,13.71,
315,Tesla Motors,Model S 60,235,19.11.2018,186.0,33.0,Winter tires,0,1,0,Fast,26.41,1,1,,13.71,suc
316,Tesla Motors,Model S 60,235,19.11.2018,96.0,41.0,Winter tires,0,1,0,Fast,26.41,1,1,,13.71,SuC
317,Tesla Motors,Model S 60,235,19.11.2018,232.0,41.0,Winter tires,0,1,0,Fast,26.41,1,1,,13.71,suc
318,Tesla Motors,Model S 60,235,18.11.2018,49.0,18.0,Winter tires,0,1,0,Fast,26.41,1,1,,13.71,suc
319,Tesla Motors,Model S 60,235,18.11.2018,197.0,51.6,Winter tires,0,1,0,Fast,26.41,1,1,,13.71,
320,Tesla Motors,Model S 60,235,18.11.2018,69.0,47.0,Winter tires,1,1,0,Moderate,26.41,1,1,,13.71,SUC
321,Tesla Motors,Model S 60,235,18.11.2018,82.0,13.1,Winter tires,1,1,0,Normal,26.41,1,1,,13.71,
322,Tesla Motors,Model S 60,235,17.11.2018,86.0,15.0,Winter tires,0,1,0,Fast,26.41,1,1,,13.71,SuC
323,Tesla Motors,Model S 60,235,17.11.2018,139.0,33.0,Winter tires,0,1,0,Fast,26.41,1,1,,13.71,SuC
324,Tesla Motors,Model S 60,235,17.11.2018,138.0,41.4,Winter tires,0,1,0,Fast,26.41,1,1,,13.71,SuC
325,Tesla Motors,Model S 60,235,17.11.2018,134.0,37.0,Winter tires,0,1,0,Fast,26.41,1,1,,13.71,SuC
326,Tesla Motors,Model S 60,235,17.11.2018,116.0,34.2,Winter tires,0,1,0,Fast,26.41,1,1,,13.71,SuC
327,Tesla Motors,Model S 60,235,17.11.2018,181.0,35.0,Winter tires,0,1,0,Fast,26.41,1,1,,13.71,
328,Tesla Motors,Model S 60,235,17.11.2018,22.0,6.0,Winter tires,1,1,1,Normal,27.27,1,1,,14.57,SuC
329,Tesla Motors,Model S 60,235,16.11.2018,253.0,56.4,Summer tires,1,1,1,Moderate,19.78,1,1,,7.08,Suc
330,Tesla Motors,Model S 60,235,15.11.2018,90.0,45.34,Summer tires,1,1,1,Moderate,19.78,1,1,,7.08,
331,Tesla Motors,Model S 60,235,14.11.2018,94.0,17.25,Summer tires,1,1,1,Moderate,19.78,1,1,,7.08,
332,Tesla Motors,Model S 60,235,11.11.2018,102.0,36.0,Summer tires,1,1,1,Moderate,19.78,1,1,,7.08,suc
333,Tesla Motors,Model S 60,235,11.11.2018,155.0,16.0,Summer tires,1,1,1,Moderate,19.78,1,1,,7.08,suc
334,Tesla Motors,Model S 60,235,11.11.2018,102.0,19.6,Summer tires,1,1,1,Moderate,19.78,1,1,,7.08,
335,Tesla Motors,Model S 60,235,10.11.2018,87.0,28.0,Summer tires,1,1,1,Moderate,19.78,1,1,,7.08,suc
336,Tesla Motors,Model S 60,235,10.11.2018,266.0,25.0,Summer tires,1,1,1,Moderate,19.78,1,1,,7.08,suc
337,Tesla Motors,Model S 60,235,10.11.2018,143.0,11.93,Summer tires,1,1,1,Moderate,19.78,1,1,,7.08,
338,Tesla Motors,Model S 60,235,10.11.2018,40.0,33.15,Summer tires,1,1,1,Moderate,16.23,1,1,,3.53,
339,Tesla Motors,Model S 60,235,09.11.2018,302.0,47.57,Summer tires,1,1,1,Moderate,16.23,1,1,,3.53,
340,Tesla Motors,Model S 60,235,02.11.2018,228.0,11.77,Summer tires,1,1,1,Moderate,16.23,1,1,,3.53,
341,Tesla Motors,Model S 60,235,30.10.2018,160.0,51.0,Summer tires,1,1,1,Moderate,21.84,1,1,,9.14,suc
342,Tesla Motors,Model S 60,235,30.10.2018,243.0,37.0,Summer tires,1,1,1,Moderate,21.84,1,1,,9.14,suc
343,Tesla Motors,Model S 60,235,30.10.2018,127.0,35.7,Summer tires,1,1,1,Moderate,23.65,1,1,,10.95,
344,Tesla Motors,Model S 60,235,29.10.2018,105.0,46.0,Summer tires,1,1,1,Moderate,23.65,1,1,,10.95,suc
345,Tesla Motors,Model S 60,235,29.10.2018,206.0,21.9,Summer tires,1,1,1,Moderate,23.65,1,1,,10.95,
346,Tesla Motors,Model S 60,235,24.10.2018,242.0,62.58,Summer tires,1,1,1,Moderate,21.64,1,1,,8.94,
347,Tesla Motors,Model S 60,235,21.10.2018,57.0,14.57,Summer tires,1,1,1,Moderate,21.64,1,1,,8.94,
348,Tesla Motors,Model S 60,235,20.10.2018,270.0,46.0,Summer tires,1,1,1,Moderate,21.64,1,1,,8.94,suc
349,Tesla Motors,Model S 60,235,15.10.2018,90.0,20.4,Summer tires,1,1,1,Moderate,22.67,1,1,,9.97,mg
350,Tesla Motors,Model S 60,235,13.10.2018,73.0,40.0,Summer tires,1,1,1,Moderate,15.84,1,1,,3.14,suc
351,Tesla Motors,Model S 60,235,13.10.2018,78.0,27.0,Summer tires,1,1,1,Moderate,15.84,1,1,,3.14,suc
352,Tesla Motors,Model S 60,235,12.10.2018,16.0,9.02,Summer tires,1,1,1,Moderate,15.84,1,1,,3.14,pv
353,Tesla Motors,Model S 60,235,11.10.2018,162.0,4.08,Summer tires,1,1,1,Moderate,15.84,1,1,,3.14,pv
354,Tesla Motors,Model S 60,235,10.10.2018,209.0,5.12,Summer tires,1,1,1,Moderate,15.84,1,1,,3.14,pv
355,Tesla Motors,Model S 60,235,09.10.2018,190.0,48.0,Summer tires,1,1,1,Moderate,19.98,1,1,,7.28,suc
356,Tesla Motors,Model S 60,235,07.10.2018,139.0,45.0,Summer tires,1,1,1,Moderate,19.98,1,1,,7.28,suc
357,Tesla Motors,Model S 60,235,06.10.2018,30.0,10.64,Summer tires,1,1,1,Moderate,19.98,1,1,,7.28,
358,Tesla Motors,Model S 60,235,05.10.2018,184.0,11.16,Summer tires,1,1,1,Moderate,19.98,1,1,,7.28,
359,Tesla Motors,Model S 60,235,03.10.2018,256.0,57.5,Summer tires,1,1,1,Moderate,19.98,1,1,,7.28,
360,Tesla Motors,Model S 60,235,29.09.2018,44.0,20.0,Summer tires,1,1,1,Moderate,19.98,1,1,,7.28,suc
361,Tesla Motors,Model S 60,235,29.09.2018,198.0,27.0,Summer tires,1,1,1,Moderate,19.98,1,1,,7.28,suc
362,Tesla Motors,Model S 60,235,28.09.2018,226.0,36.0,Summer tires,1,1,1,Moderate,19.98,1,1,,7.28,suc
363,Tesla Motors,Model S 60,235,25.09.2018,104.0,18.6,Summer tires,1,1,1,Moderate,19.98,1,1,,7.28,
364,Tesla Motors,Model S 60,235,23.09.2018,210.0,53.45,Summer tires,1,1,1,Moderate,21.27,1,1,,8.57,
365,Tesla Motors,Model S 60,235,19.09.2018,199.0,43.0,Summer tires,1,1,1,Moderate,21.27,1,1,,8.57,suc
366,Tesla Motors,Model S 60,235,19.09.2018,176.0,28.0,Summer tires,1,1,1,Moderate,21.27,1,1,,8.57,suc
367,Tesla Motors,Model S 60,235,19.09.2018,70.0,21.4,Summer tires,1,1,1,Moderate,21.74,1,1,,9.04,pv
368,Tesla Motors,Model S 60,235,18.09.2018,194.0,36.0,Summer tires,1,1,1,Moderate,21.74,1,1,,9.04,suc
369,Tesla Motors,Model S 60,235,16.09.2018,150.0,56.36,Summer tires,1,1,1,Moderate,22.36,1,1,,9.66,
370,Tesla Motors,Model S 60,235,13.09.2018,96.0,35.86,Summer tires,1,1,1,Moderate,22.36,1,1,,9.66,
371,Tesla Motors,Model S 60,235,06.09.2018,63.0,8.15,Summer tires,1,1,1,Moderate,22.36,1,1,,9.66,pv
372,Tesla Motors,Model S 60,235,06.09.2018,32.0,7.5,Summer tires,1,1,1,Moderate,22.36,1,1,,9.66,
373,Tesla Motors,Model S 60,235,03.09.2018,178.0,23.9,Summer tires,1,1,1,Moderate,22.36,1,1,,9.66,tr
374,Tesla Motors,Model S 60,235,02.09.2018,97.0,17.64,Summer tires,1,1,1,Normal,22.36,1,1,,9.66,mg
375,Tesla Motors,Model S 60,235,02.09.2018,105.0,11.83,Summer tires,1,1,1,Moderate,22.36,1,1,,9.66,
376,Tesla Motors,Model S 60,235,01.09.2018,97.0,21.0,Summer tires,1,1,1,Moderate,21.65,1,1,,8.95,
377,Tesla Motors,Model S 60,235,01.09.2018,66.0,30.09,Summer tires,1,1,1,Moderate,17.16,1,1,,4.46,
378,Tesla Motors,Model S 60,235,31.08.2018,92.0,18.08,Summer tires,1,1,1,Moderate,17.16,1,1,,4.46,pv
379,Tesla Motors,Model S 60,235,30.08.2018,314.0,38.02,Summer tires,1,1,1,Moderate,17.16,1,1,,4.46,
380,Tesla Motors,Model S 60,235,23.08.2018,163.0,22.76,Summer tires,1,1,1,Moderate,17.16,1,1,,4.46,pc
381,Tesla Motors,Model S 60,235,18.08.2018,163.0,30.0,Summer tires,1,1,1,Moderate,18.4,1,1,,5.7,suc
382,Tesla Motors,Model S 60,235,18.08.2018,123.0,55.8,Summer tires,1,1,1,Moderate,19.82,1,1,,7.12,suc
383,Tesla Motors,Model S 60,235,18.08.2018,251.0,25.57,Summer tires,1,1,1,Moderate,19.82,1,1,,7.12,pv
384,Tesla Motors,Model S 60,235,15.08.2018,19.0,31.48,Summer tires,1,1,1,Moderate,19.82,1,1,,7.12,
385,Tesla Motors,Model S 60,235,15.08.2018,126.0,20.0,Summer tires,1,1,1,Moderate,19.82,1,1,,7.12,suc
386,Tesla Motors,Model S 60,235,12.08.2018,211.0,19.2,Summer tires,1,1,1,Moderate,19.82,1,1,,7.12,mg 
387,Tesla Motors,Model S 60,235,09.08.2018,30.0,1.86,Summer tires,1,1,1,Moderate,19.82,1,1,,7.12,pv
388,Tesla Motors,Model S 60,235,07.08.2018,72.0,44.04,Summer tires,1,1,1,Moderate,19.82,1,1,,7.12,pv
389,Tesla Motors,Model S 60,235,02.08.2018,69.0,12.68,Summer tires,1,0,1,Moderate,12.9,1,1,,0.2,pv
390,Tesla Motors,Model S 60,235,01.08.2018,144.0,29.23,Summer tires,1,1,1,Moderate,19.82,1,1,,7.12,
391,Tesla Motors,Model S 60,235,01.08.2018,20.0,15.0,Summer tires,1,1,1,Moderate,19.82,1,1,,7.12,Segeberg 
392,Tesla Motors,Model S 60,235,01.08.2018,158.0,7.98,Summer tires,1,1,1,Moderate,19.82,1,1,,7.12,pv
393,Tesla Motors,Model S 60,235,31.07.2018,221.0,23.35,Summer tires,1,1,1,Moderate,19.82,1,1,,7.12,pv
394,Tesla Motors,Model S 60,235,28.07.2018,78.0,14.6,Summer tires,1,1,1,Moderate,18.72,1,1,,6.02,
395,Tesla Motors,Model S 60,235,27.07.2018,63.0,42.0,Summer tires,1,1,1,Moderate,20.04,1,0,,7.34,suc
396,Tesla Motors,Model S 60,235,26.07.2018,226.0,15.92,Summer tires,1,1,1,Moderate,20.04,1,0,,7.34,pv
397,Tesla Motors,Model S 60,235,20.07.2018,11.0,26.59,Summer tires,1,1,1,Moderate,21.12,1,0,,8.42,pv
398,Tesla Motors,Model S 60,235,20.07.2018,112.0,29.0,Summer tires,1,1,1,Moderate,21.12,1,0,,8.42,tr
399,Tesla Motors,Model S 60,235,19.07.2018,208.0,17.13,Summer tires,1,1,1,Moderate,21.12,1,0,,8.42,pv
400,Tesla Motors,Model S 60,235,17.07.2018,127.0,19.8,Summer tires,1,1,1,Moderate,21.12,1,0,,8.42,suc
401,Tesla Motors,Model S 60,235,17.07.2018,12.0,8.23,Summer tires,1,1,1,Moderate,21.12,1,0,,8.42,pv
402,Tesla Motors,Model S 60,235,16.07.2018,8.0,18.63,Summer tires,1,1,1,Moderate,21.12,1,0,,8.42,pv
403,Tesla Motors,Model S 60,235,12.07.2018,161.0,16.22,Summer tires,1,1,1,Moderate,21.12,1,0,,8.42,pv
404,Tesla Motors,Model S 60,235,11.07.2018,160.0,18.97,Summer tires,1,1,1,Moderate,21.12,1,0,,8.42,mg
405,Tesla Motors,Model S 60,235,08.07.2018,10.0,21.33,Summer tires,1,1,1,Moderate,21.12,1,0,,8.42,pv
406,Tesla Motors,Model S 60,235,06.07.2018,66.0,14.35,Summer tires,1,1,1,Moderate,21.12,1,0,,8.42,pv 
407,Tesla Motors,Model S 60,235,06.07.2018,223.0,55.0,Summer tires,1,1,1,Moderate,21.12,1,0,,8.42,pv
408,Tesla Motors,Model S 60,235,02.07.2018,21.0,15.41,Summer tires,1,1,1,Moderate,21.12,1,0,,8.42,pv
409,Tesla Motors,Model S 60,235,02.07.2018,17.0,18.52,Summer tires,1,1,1,Moderate,21.12,1,0,,8.42,pv
410,Tesla Motors,Model S 60,235,01.07.2018,75.0,20.0,Summer tires,1,1,1,Moderate,21.12,1,0,,8.42,mg
